Gene name	Human gene name
Olfr482	OR5P2
Ect2l	ECT2L
Slc35f3	SLC35F3
Sez6	SEZ6
Tmem98	TMEM98
Plk1	PLK1
Utp20	UTP20
Olfr483	OR5P2
Fam78a	FAM78A
Olfr484	OR5P2
Clec4e	CLEC4E
Nap1l2	NAP1L2
Dvl2	DVL2
Zcchc6	ZCCHC6
Rfwd2	RFWD2
Gpc5	GPC5
Nip7	NIP7
Trav3d-3	TRAV5
Lrp11	LRP11
Nr1i2	NR1I2
Tph2	TPH2
Suds3	SUDS3
Dusp11	DUSP11
Vim	VIM
Tarbp1	TARBP1
Hnrnpf	HNRNPF
Mbtd1	MBTD1
Olfr1269	OR4X2
Gcnt2	GCNT2
Uhmk1	UHMK1
Prkx	PRKX
Klrc2	KLRC3
Klrc2	AC068775.2
Klrc2	KLRC2
Klrc2	KLRC1
Klrc2	KLRC4
Klrc2	KLRC4-KLRK1
Vmn1r75	VN1R1
Crem	CREM
Pgap3	PGAP3
Hspa5	HSPA5
Coa6	COA6
Nol10	NOL10
Vezt	VEZT
Rin2	RIN2
Gm12169	HAVCR1
Ermp1	ERMP1
H2afb3	H2AFB1
H2afb3	H2AFB2
H2afb3	H2AFB3
2210408I21Rik	KIAA0825
Ncaph2	NCAPH2
Dlx6	DLX6
Pcdh11x	PCDH11Y
Pcdh11x	PCDH11X
Pak1ip1	PAK1IP1
Srm	SRM
Aurkb	AURKB
Pkib	PKIB
Slc6a2	SLC6A2
Lilra5	LILRA4
Lilra5	LILRB3
Lilra5	LILRA5
Lilra5	LILRB5
Lilra5	LILRA6
2700081O15Rik	C11orf95
Sfn	SFN
Vmn1r76	VN1R1
Olfr1268-ps1	OR4X1
Gstm5	GSTM3
Olfr1267-ps1	OR4X2
Ighv1-61	IGHV1OR15-9
Ighv1-61	IGHV1-24
Ighv1-61	IGHV1-18
Ighv1-61	IGHV1OR21-1
Ighv1-61	AC135068.8
Ighv1-61	IGHV1-3
Ighv1-61	IGHV1-69
Ighv1-61	IGHV1-2
Ighv1-61	IGHV1-58
Ighv1-61	AC245369.4
Ighv1-61	AC136616.3
Ighv1-61	IGHV1-45
Ighv1-61	IGHV1-46
Ighv1-61	AC245369.3
Ighv1-61	IGHV1OR15-1
T	T
Frem1	FREM1
Skor1	SKOR1
Mogat2	MOGAT2
Myb	MYB
Slc6a6	SLC6A6
Gipc3	GIPC3
Prss23	PRSS23
Mum1l1	MUM1L1
Pan2	PAN2
H3f3b	H3F3B
Olfr398	AC087498.1
Acadvl	ACADVL
Socs3	SOCS3
Cbr4	CBR4
Gria4	GRIA4
Pecr	PECR
Ppp4c	PPP4C
Zcchc2	ZCCHC2
Mycn	MYCN
Spock1	SPOCK1
Igf1	IGF1
Hs3st3a1	HS3ST3A1
Hs3st3a1	HS3ST3B1
Sema3a	SEMA3A
Kif5b	KIF5B
Htr1a	HTR1A
AI987944	ZNF101
AI987944	ZNF878
Gzmb	GZMB
Iapp	IAPP
Ly96	LY96
Crygf	CRYGD
Olfr32	OR4B1
Acox2	ACOX2
Olfr788	OR6C3
Slco1a5	SLCO1A2
Dpysl5	DPYSL5
Mdfi	MDFI
Gm43796	AC093525.2
Pink1	PINK1
Abce1	ABCE1
Alkbh7	ALKBH7
Diras2	DIRAS2
Rbbp4	RBBP4
H2-T3	HLA-E
H2-T3	HLA-B
H2-T3	HLA-C
H2-T3	HLA-G
H2-T3	HLA-A
H2-T3	HLA-F
Dnah17	DNAH17
Pnp	PNP
Tbc1d15	TBC1D15
Atp12a	ATP12A
Eps8l3	EPS8L3
Acap1	ACAP1
Rpn1	RPN1
Ccdc28a	CCDC28A
Alcam	ALCAM
Sf3a1	SF3A1
Pnp2	PNP
Aftph	AFTPH
Sync	SYNC
Echs1	ECHS1
Slamf6	SLAMF6
Drg1	DRG1
Kcnmb2	KCNMB2
Kcnmb2	AC117457.1
Npl	NPL
Aspscr1	ASPSCR1
Aff3	AFF3
Dpy19l3	DPY19L3
2700060E02Rik	C14orf166
Cdhr2	CDHR2
Spink14	SPINK14
Map6	MAP6
B3gnt7	B3GNT7
Fam149a	FAM149A
Gm6657	CCDC196
Zbtb7a	ZBTB7A
Paox	PAOX
Nsdhl	NSDHL
Ercc4	ERCC4
Hcfc1r1	HCFC1R1
Psmc1	PSMC1
Nid2	NID2
Tmtc2	TMTC2
Asb6	ASB6
Ermap	ERMAP
Vps25	VPS25
Thoc6	THOC6
Col9a1	COL9A1
Snx25	SNX25
Ighv1-62-1	IGHV1OR15-9
Ighv1-62-1	IGHV1-24
Ighv1-62-1	IGHV1-18
Ighv1-62-1	IGHV1OR21-1
Ighv1-62-1	AC135068.8
Ighv1-62-1	IGHV1-3
Ighv1-62-1	IGHV1-69
Ighv1-62-1	IGHV1-2
Ighv1-62-1	IGHV1-58
Ighv1-62-1	AC245369.4
Ighv1-62-1	AC136616.3
Ighv1-62-1	IGHV1-45
Ighv1-62-1	IGHV1-46
Ighv1-62-1	AC245369.3
Ighv1-62-1	IGHV1OR15-1
Ddx5	DDX5
1600002K03Rik	C19orf24
Ncr1	NCR1
Ncmap	NCMAP
Ptcd3	PTCD3
Map3k19	MAP3K19
Maats1	MAATS1
Rheb	RHEB
Serpina1f	SERPINA2
Chrm5	CHRM5
Cgnl1	CGNL1
Prkcg	PRKCG
Olfr790	OR6C75
Tsg101	TSG101
Vash1	VASH1
Csrnp3	CSRNP3
Pgs1	PGS1
Olfr267	OR2K2
Olfr693	OR2AG1
Vps72	VPS72
Olfr1013	OR9G1
Tcp11	TCP11
Brsk1	BRSK1
Dlx5	DLX5
Lrrc46	LRRC46
Prpf8	PRPF8
Cc2d2b	CC2D2B
Olfr1014	OR9G1
Arhgef38	ARHGEF38
Syk	SYK
Anxa6	ANXA6
Smn1	SMN2
Smn1	SMN1
Palld	PALLD
Numa1	NUMA1
Lrp1b	LRP1B
Alb	ALB
Pcsk1	PCSK1
Ern2	ERN2
Olfr694	OR2AG1
Stoml2	STOML2
AW146154	ZNF101
AW146154	ZNF878
Klrc1	KLRC3
Klrc1	AC068775.2
Klrc1	KLRC2
Klrc1	KLRC1
Klrc1	KLRC4
Klrc1	KLRC4-KLRK1
Gp6	GP6
Myadm	MYADM
Ncam2	NCAM2
Cpsf4l	CPSF4L
Serpine2	SERPINE2
Slc1a5	SLC1A5
Zfp184	ZNF135
Ces2h	CES2
Id1	ID1
Rhcg	RHCG
Nox3	NOX3
Spaca9	SPACA9
Cfap97	CFAP97
Irf2bp2	IRF2BP2
Cdx4	CDX4
Homer2	HOMER2
Cox4i2	COX4I2
Bpifc	BPIFC
Trav5d-4	TRAV13-1
Trav5d-4	TRAV13-2
Lama4	LAMA4
Ttll3	TTLL3
Ttll3	ARPC4-TTLL3
Ramp2	RAMP2
Cav3	CAV3
Mecp2	MECP2
Gimap9	GIMAP7
Pla2g16	PLA2G16
Unk	UNK
Fam96a	FAM96A
Tarbp2	TARBP2
Cenpo	CENPO
Tmem150b	TMEM150B
Adamtsl2	ADAMTSL2
Pet100	PET100
Skap2	SKAP2
Gm5678	CBR1
Tmed6	TMED6
Tmed6	AC026464.1
Smim10l1	SMIM10L1
Csmd1	CSMD1
Xkr4	XKR4
Trim30c	TRIM5
Cbr3	CBR3
Mynn	MYNN
Aven	AVEN
Jph1	JPH1
Tmem56	TMEM56
Terf2ip	TERF2IP
Ssh1	SSH1
Olfr1270	OR4B1
Zdhhc18	ZDHHC18
Dusp10	DUSP10
Pcp2	PCP2
Rabepk	RABEPK
Ccdc153	CCDC153
Ghr	GHR
Fmnl2	FMNL2
Cachd1	CACHD1
4930524B15Rik	C5orf47
Trappc3	TRAPPC3
Dapk2	DAPK2
Cdh10	CDH10
Kifc3	KIFC3
Ptprz1	PTPRZ1
Il18bp	IL18BP
Spaca3	SPACA3
Adcy3	ADCY3
Mien1	MIEN1
Gm2035	EIF1AY
Nsg2	HGNC:24955
Ryr3	RYR3
Mrpl57	MRPL57
Opn1mw	OPN1LW
Opn1mw	OPN1MW
Opn1mw	OPN1MW2
Opn1mw	OPN1MW3
H2-K1	HLA-E
H2-K1	HLA-B
H2-K1	HLA-C
H2-K1	HLA-G
H2-K1	HLA-A
H2-K1	HLA-F
Erbb2	ERBB2
Msrb3	MSRB3
Arpc4	ARPC4
Col8a2	COL8A2
Fbxw2	FBXW2
Strn4	STRN4
Trav6d-7	TRAV9-2
Prdm8	PRDM8
Gpr4	GPR4
Edem3	EDEM3
Muc1	MUC1
Ptprd	PTPRD
Gtf2e2	GTF2E2
Lrrc25	LRRC25
Wee2	WEE2
Polrmt	POLRMT
Opa3	OPA3
Morc3	MORC3
Terf2	TERF2
Gdf15	GDF15
C920008G01Rik	TRAV12-2
C920008G01Rik	TRAV12-3
C920008G01Rik	TRAV12-1
Zdhhc5	ZDHHC5
Sh3bp2	SH3BP2
Elac2	ELAC2
Grm8	GRM8
Ccnj	CCNJ
Trav13d-3	TRAV22
Carmil1	CARMIL1
Tmem169	TMEM169
Eif4ebp3	EIF4EBP3
Oxtr	OXTR
Smim18	SMIM18
Pgpep1	PGPEP1
Tonsl	TONSL
Ankhd1	ANKHD1
Ankhd1	ANKHD1-EIF4EBP3
Foxe1	FOXE1
Trav8d-2	TRAV17
Acat2	ACAT2
Trim30a	TRIM5
Mettl21c	METTL21C
Trav16d-dv11	TRAV19
Tnfaip1	TNFAIP1
Gpr155	GPR155
Gpc6	GPC6
Cda	CDA
Ighv8-9	IGHV2-5
Ighv8-9	IGHV2-70
Ighv8-9	AC245369.1
Ighv8-9	IGHV2OR16-5
Ighv8-9	IGHV2-26
Spc25	SPC25
1700029H14Rik	FP565324.1
Sh2d1b2	SH2D1B
Chic1	CHIC1
Krtcap2	KRTCAP2
Il9r	IL9R
Olfr419	OR10Z1
Trps1	TRPS1
Sh2d1b1	SH2D1B
Ppara	PPARA
Zhx2	ZHX2
Efna2	EFNA2
Mkl2	MKL2
Parp6	PARP6
Gpcpd1	GPCPD1
Traf7	TRAF7
Selenoh	SELENOH
Fam43b	FAM43B
Lgals12	LGALS12
Sf3b6	SF3B6
Samd14	SAMD14
Wdr20	WDR20
Trim46	TRIM46
Gbx2	GBX2
Naa20	NAA20
St8sia6	ST8SIA6
Vrk2	VRK2
Pias4	PIAS4
Ntf3	NTF3
Serpina1d	SERPINA1
Ctnnd1	CTNND1
Srgap2	SRGAP2
Serpina1b	SERPINA1
Fbxo7	FBXO7
Pde7a	PDE7A
Olfr1015	OR9G4
Myo5a	MYO5A
Pde4d	PDE4D
BC053393	HAVCR1
Olfr1016	OR9G1
Ipo11	IPO11
Pcx	PC
Zfp800	ZNF800
Sesn1	SESN1
Ddx1	DDX1
Olfr417	OR10X1
Map2k5	MAP2K5
Fancl	FANCL
Ptrhd1	PTRHD1
Asb18	ASB18
Hmg20b	HMG20B
Col6a1	COL6A1
Gphn	GPHN
Kcna5	KCNA5
Sdhaf3	SDHAF3
Kcna1	KCNA1
Gimap5	GIMAP1-GIMAP5
Gimap5	GIMAP5
Pspn	PSPN
Evc2	EVC2
Arhgap44	ARHGAP44
Rad18	RAD18
Fxyd4	FXYD4
Trav13d-4	TRAV22
Tmem215	TMEM215
Gimap7	GIMAP7
March4	MARCH4
Gimap6	GIMAP6
Naip2	NAIP
Nup43	NUP43
Mdk	MDK
Iqca	IQCA1
Trav14d-3-dv8	TRAV23DV6
Gimap4	GIMAP4
Eif2ak4	EIF2AK4
Fkrp	FKRP
Slc25a41	SLC25A41
Trav7n-4	TRAV12-2
Trav7n-4	TRAV12-3
Trav7n-4	TRAV12-1
Hnf4g	HNF4G
Khdc1a	AL365232.1
Khdc1a	KHDC1L
Khdc1a	KHDC1
Trav6n-5	TRAV9-1
Fgf5	FGF5
Pcmt1	PCMT1
Lrriq4	LRRIQ4
Trav10n	TRAV13-1
Trav10n	TRAV13-2
Ces1a	CES1
Gria2	GRIA2
Ankrd39	ANKRD39
Tbc1d25	TBC1D25
Mul1	MUL1
Bckdk	BCKDK
Snx27	SNX27
Smarcal1	SMARCAL1
Lrrc34	LRRC34
Vasp	VASP
Vgll1	VGLL1
Rab3gap1	RAB3GAP1
Katnb1	KATNB1
Rnase11	RNASE11
Ankrd23	ANKRD23
Mum1	MUM1
Eogt	EOGT
Gdap1	GDAP1
Olfr750	OR6S1
Arid1b	ARID1B
Dclk1	DCLK1
Gimap1	GIMAP1
Pdhx	PDHX
Pias3	PIAS3
Fam103a1	FAM103A1
Umps	UMPS
Mtg1	AL360181.3
Mtg1	MTG1
Ahr	AHR
Ahr	AC019117.3
Gm42417	ANKRD23
Cenpw	CENPW
Frmpd2	FRMPD2
Pgam2	PGAM2
E2f6	E2F6
Chrm4	CHRM4
Lrfn4	LRFN4
Gm37797	AC011346.1
Ndufa10	NDUFA10
4833420G17Rik	C5orf34
Olfr1019	OR5AR1
Ndufaf4	NDUFAF4
Lnpk	LNPK
Sprn	SPRN
Axl	AXL
Cul5	CUL5
Olfr1020	OR5AP2
Nhsl1	NHSL1
Camk2n1	CAMK2N1
Podxl	PODXL
Trim30d	TRIM5
Ighv1-63	IGHV1OR15-9
Ighv1-63	IGHV1-24
Ighv1-63	IGHV1-18
Ighv1-63	IGHV1OR21-1
Ighv1-63	AC135068.8
Ighv1-63	IGHV1-3
Ighv1-63	IGHV1-69
Ighv1-63	IGHV1-2
Ighv1-63	IGHV1-58
Ighv1-63	AC245369.4
Ighv1-63	AC136616.3
Ighv1-63	IGHV1-45
Ighv1-63	IGHV1-46
Ighv1-63	AC245369.3
Ighv1-63	IGHV1OR15-1
Hgf	HGF
B2m	B2M
Zdhhc20	ZDHHC20
Igkv16-104	IGKV1D-13
Igkv16-104	IGKV1-9
Igkv16-104	IGKV1-27
Igkv16-104	IGKV1-6
Igkv16-104	IGKV1-37
Igkv16-104	IGKV1D-8
Igkv16-104	IGKV1-33
Igkv16-104	IGKV1D-43
Igkv16-104	IGKV1-16
Igkv16-104	IGKV1OR2-108
Igkv16-104	IGKV1-8
Igkv16-104	IGKV1-5
Igkv16-104	IGKV1-12
Igkv16-104	IGKV1-39
Igkv16-104	IGKV1D-12
Igkv16-104	IGKV1D-33
Igkv16-104	IGKV1D-37
Igkv16-104	IGKV1D-39
Ighv1-64	IGHV1OR15-9
Ighv1-64	IGHV1-24
Ighv1-64	IGHV1-18
Ighv1-64	IGHV1OR21-1
Ighv1-64	AC135068.8
Ighv1-64	IGHV1-3
Ighv1-64	IGHV1-69
Ighv1-64	IGHV1-2
Ighv1-64	IGHV1-58
Ighv1-64	AC245369.4
Ighv1-64	AC136616.3
Ighv1-64	IGHV1-45
Ighv1-64	IGHV1-46
Ighv1-64	AC245369.3
Ighv1-64	IGHV1OR15-1
Me3	ME3
Keap1	KEAP1
Olfr401	OR3A1
Trim69	TRIM69
Clvs1	CLVS1
Rdh13	RDH13
Map7	MAP7
Bend5	BEND5
1700007G11Rik	C4orf22
Atf1	ATF1
Eif2s3y	AC068775.1
Eif2s3y	EIF2S3
Olfr402	OR3A1
Crnkl1	CRNKL1
Lgalsl	LGALSL
Patl2	PATL2
Arhgef39	ARHGEF39
Cadps	CADPS
Noct	NOCT
Mrpl39	MRPL39
Map3k20	MAP3K20
Cd151	CD151
Dnajc21	DNAJC21
Maoa	MAOA
Agbl4	AGBL4
Utp23	UTP23
Rhag	RHAG
Trav6n-6	TRAV9-2
Kcna6	AC005833.1
Lpgat1	LPGAT1
Birc6	BIRC6
Igkv15-103	IGKV1D-13
Igkv15-103	IGKV1-9
Igkv15-103	IGKV1-27
Igkv15-103	IGKV1-6
Igkv15-103	IGKV1-37
Igkv15-103	IGKV1D-8
Igkv15-103	IGKV1-33
Igkv15-103	IGKV1D-43
Igkv15-103	IGKV1-16
Igkv15-103	IGKV1OR2-108
Igkv15-103	IGKV1-8
Igkv15-103	IGKV1-5
Igkv15-103	IGKV1-12
Igkv15-103	IGKV1-39
Igkv15-103	IGKV1D-12
Igkv15-103	IGKV1D-33
Igkv15-103	IGKV1D-37
Igkv15-103	IGKV1D-39
Fgf3	FGF3
Pkd2	PKD2
Olfr1506	OR4X2
Cfap61	CFAP61
Hacd1	HACD1
Cacng7	CACNG7
2410141K09Rik	ZNF101
2410141K09Rik	ZNF878
Recql	RECQL
Scube3	SCUBE3
Gdf5	GDF5
Gm2042	PRAMEF33
Gm2042	PRAMEF10
Gm2042	PRAMEF2
Gm2042	PRAMEF20
Gm2042	PRAMEF1
Gm2042	PRAMEF18
Gm2042	PRAMEF27
Gm2042	PRAMEF14
Gm2042	PRAMEF15
Gm2042	PRAMEF4
Gm2042	PRAMEF17
Gm2042	PRAMEF12
Gm2042	PRAMEF11
Gm2042	PRAMEF7
Gm2042	PRAMEF6
Gm2042	PRAMEF19
Gm2042	PRAMEF25
Gm2042	PRAMEF13
Gm2042	PRAMEF8
Gm2042	PRAMEF5
Gm2042	PRAMEF9
Gm2042	PRAMEF26
Gm15557	GDF5OS
Dld	DLD
Rnf17	RNF17
Adprhl2	ADPRHL2
Slfn5	SLFN5
Rbpms	RBPMS
Cep95	CEP95
Fam171a1	FAM171A1
Gm28047	AC023509.3
Gm28047	ATF7
Sox21	SOX21
Atf7	AC023509.3
Atf7	ATF7
Asic2	ASIC2
Fbxo33	FBXO33
Pde10a	PDE10A
Mok	MOK
Arhgef2	ARHGEF2
Phlpp1	PHLPP1
Acsm4	ACSM4
Cenpq	CENPQ
Gtf3c3	GTF3C3
Cracr2b	CRACR2B
Unc45b	UNC45B
Ppfia3	PPFIA3
9930021J03Rik	KIAA2026
Tbc1d31	TBC1D31
Spata46	SPATA46
Masp2	MASP2
Galnt3	GALNT3
Nos1ap	NOS1AP
Cdc42ep4	CDC42EP4
Aldh1a1	ALDH1A1
Tmod4	TMOD4
Bicd1	BICD1
Pigv	PIGV
Trmo	TRMO
Zfp185	ZNF185
Slc31a2	SLC31A2
Rab21	RAB21
Aass	AASS
Kif13a	KIF13A
Rp1	RP1
Cntnap4	CNTNAP4
Arrdc1	ARRDC1
Angel1	ANGEL1
Pyroxd1	PYROXD1
Tomm20	TOMM20
Fam163b	FAM163B
Cd40lg	CD40LG
Cyhr1	CYHR1
Eef2	EEF2
Ndst4	NDST4
Tardbp	TARDBP
Zfp488	ZNF488
Samd9l	SAMD9L
Figla	FIGLA
Ces1b	CES1
Pou5f2	POU5F2
Nudt17	NUDT17
Fam172a	FAM172A
Cnn1	CNN1
Cacng8	CACNG8
Mrpl2	MRPL2
Bcl2l1	BCL2L1
Uevld	UEVLD
Vwa5b1	VWA5B1
Rab26	RAB26
Anxa8	ANXA8
Anxa8	ANXA8L1
Hlx	HLX
Gm6871	ZNF101
Gm6871	ZNF878
Gm7694	C1orf226
Ppm1n	PPM1N
Gprin1	GPRIN1
Polm	POLM
Serpinh1	SERPINH1
Fbxo4	FBXO4
Thumpd1	THUMPD1
Rcan3	RCAN3
2300009A05Rik	C15orf61
Khdc1c	AL365232.1
Khdc1c	KHDC1L
Khdc1c	KHDC1
Myot	MYOT
Lrrc74a	LRRC74A
Herpud2	HERPUD2
Slc13a4	SLC13A4
Iqch	IQCH
Klhl3	KLHL3
Tekt2	TEKT2
Foxp4	FOXP4
Lrrc28	LRRC28
Fblim1	FBLIM1
Olfr142	OR4B1
Malrd1	MALRD1
Gsdmc	GSDMC
Rgs8	RGS8
Chaf1b	CHAF1B
Rasa3	RASA3
Ush1c	USH1C
Cul7	CUL7
Mthfd1l	MTHFD1L
Cldn6	CLDN6
Khdc1b	AL365232.1
Khdc1b	KHDC1L
Khdc1b	KHDC1
Sema4f	SEMA4F
Aard	AARD
Mark3	MARK3
Chp2	CHP2
Olfr791	OR6C2
Ncl	NCL
Ces1c	CES1
Zik1	ZIK1
Cdpf1	CDPF1
Maob	MAOB
Cldn9	CLDN9
Chfr	CHFR
Ak8	AK8
Mapre3	MAPRE3
Adarb2	ADARB2
Vmn1r77	VN1R1
Slc30a8	SLC30A8
Npff	NPFF
Gm21987	COX17
Popdc2	POPDC2
Lin7b	LIN7B
Angptl3	ANGPTL3
Odc1	ODC1
Nudcd3	NUDCD3
Trmt11	TRMT11
Ces3a	CES3
Marc1	MARC1
Mdga1	MDGA1
Dpt	DPT
Osbpl7	OSBPL7
Cox17	COX17
Trav7n-5	TRAV12-2
Trav7n-5	TRAV12-3
Trav7n-5	TRAV12-1
Xcl1	XCL2
Xcl1	XCL1
2310022A10Rik	C19orf47
Dock7	DOCK7
C4bp	C4BPA
Sdk2	SDK2
Trpm1	TRPM1
Borcs6	BORCS6
Pi15	PI15
Ebp	EBP
Polr1a	POLR1A
Lonrf2	LONRF2
Pdk2	PDK2
Zbtb8a	ZBTB8A
Aptx	APTX
Pkdcc	PKDCC
Lemd3	LEMD3
Hilpda	HILPDA
Mrpl10	MRPL10
3110040N11Rik	C15orf40
Aldh1a7	ALDH1A1
Lsm4	LSM4
1520401A03Rik	AC004233.2
Zbtb8os	ZBTB8OS
Dbh	DBH
Rtn2	RTN2
Fam71f2	FAM71F2
Anapc10	ANAPC10
Arf5	ARF5
Ssbp1	SSBP1
Btbd1	BTBD1
Olfr695	OR2AG1
Slc25a25	SLC25A25
Fscn3	FSCN3
Rbm34	RBM34
Spry1	SPRY1
Pdzd3	PDZD3
Rapgef5	RAPGEF5
Arhgef6	ARHGEF6
Nme2	NME2
Zmat3	ZMAT3
Gcc1	GCC1
Atg2a	ATG2A
Sept7	SEPT7
Ring1	RING1
Tmem267	TMEM267
Pnma5	PNMA5
Lrrc31	LRRC31
Ube2k	UBE2K
Naip5	NAIP
Canx	CANX
Ranbp6	RANBP6
Trav12n-1	TRAV18
Gm20390	NME2
Qdpr	QDPR
Ints9	INTS9
Nme1	NME1
A930017K11Rik	PRR35
Gsdmc2	GSDMC
Zfp507	ZNF507
Gdpd5	GDPD5
Ccdc146	CCDC146
Tcf3	TCF3
Nap1l3	NAP1L3
Capn15	CAPN15
Pgap1	PGAP1
Sipa1l1	SIPA1L1
Hebp2	HEBP2
Fkbp1b	FKBP1B
Cldn34c1	CLDN34
Gng2	GNG2
Prkcb	PRKCB
Pcyox1l	PCYOX1L
Ppp1r16a	PPP1R16A
Olfr1022	OR5M1
Olfr1022	OR5M10
Stk32b	STK32B
Fam227a	FAM227A
Ext1	EXT1
Stpg1	STPG1
Ift20	IFT20
Gsap	GSAP
Cyb5b	CYB5B
Cyth1	CYTH1
Ncaph	NCAPH
Slc25a23	SLC25A23
Inha	INHA
Ppa2	PPA2
Fam177a	FAM177A1
Gsdmc3	GSDMC
Nipal3	NIPAL3
L2hgdh	L2HGDH
Prss16	PRSS16
Apip	APIP
Bmp3	BMP3
Cenpj	CENPJ
Crispld1	CRISPLD1
Olfr248	OR10X1
Etv6	ETV6
Tbc1d10a	AC004997.1
Tbc1d10a	TBC1D10A
Peli1	PELI1
Nolc1	NOLC1
Vmn1r78	VN1R1
Fam180a	FAM180A
4930432K21Rik	C19orf57
Ccl28	CCL28
Kcnq5	KCNQ5
Vmn1r79	VN1R1
Marc2	MARC2
Crb3	CRB3
Stac3	STAC3
Gtf3c4	GTF3C4
Osbp2	OSBP2
Timd2	HAVCR1
Myo1b	MYO1B
Rce1	RCE1
Slc7a13	SLC7A13
Olfr1023	OR5M1
Olfr1023	OR5M10
Fam71f1	FAM71F1
Rnf220	RNF220
Cdh12	CDH12
Elf2	ELF2
Snapc2	SNAPC2
Dmrta1	DMRTA1
Rps6kb1	RPS6KB1
Kdelc1	KDELC1
Afp	AFP
Pcbp3	PCBP3
Snrpa1	SNRPA1
Ndufa9	AC005833.3
Ndufa9	NDUFA9
Naif1	NAIF1
Jund	JUND
Wdcp	WDCP
Itgbl1	ITGBL1
Olfr414	OR6P1
Rab39	RAB39A
Cytl1	CYTL1
Atp5s	ATP5S
Vmn1r80	VN1R1
Rab13	RAB13
Il33	IL33
Zfand5	ZFAND5
Pold2	POLD2
Hrasls5	HRASLS5
Tmem107	TMEM107
Jam2	JAM2
Ppia	PPIA
Blnk	BLNK
Unc13d	UNC13D
Gm16486	KIAA1683
Wtap	WTAP
Sema4c	SEMA4C
Zfp961	ZNF625-ZNF20
Zfp961	AC008770.2
Zfp961	ZNF69
Tbx19	TBX19
Babam2	BABAM2
Prkag2	PRKAG2
Hoxa1	HOXA1
Irf2bpl	IRF2BPL
Mon1b	MON1B
Ces1d	CES1
Adgrf4	ADGRF4
Auh	AUH
Pcsk6	PCSK6
Prss8	PRSS8
Syce1l	SYCE1L
Svbp	SVBP
Hemgn	HEMGN
Cby3	CBY3
Cyp4f18	CYP4F12
Cyp4f18	CYP4F3
Cyp4f18	CYP4F11
Cyp4f18	CYP4F2
Cyp4f18	CYP4F8
Aebp1	AEBP1
Rock2	ROCK2
Fgf4	FGF4
Clmp	CLMP
Kat8	KAT8
Ddx31	DDX31
Tex30	TEX30
Hepacam2	HEPACAM2
Gata2	GATA2
Hbs1l	HBS1L
Smc4	SMC4
Kdr	KDR
Rhox12	RHOXF1
Ctxn1	CTXN1
Olfr220	OR6Y1
Fam107a	FAM107A
Dcp2	DCP2
Rhox13	RHOXF1
Ndp	NDP
Bcl2	BCL2
Aldoa	ALDOA
Olfr697	OR2AG1
Rnf121	RNF121
Fmn2	FMN2
Fgf15	FGF19
Alkbh5	ALKBH5
Olfr796	OR10P1
Tpx2	TPX2
Fgl2	FGL2
Rnft1	RNFT1
Smurf2	SMURF2
Cnpy2	AC073896.1
Cnpy2	CNPY2
Olfr698	OR2AG1
Pnma3	PNMA3
Rpp21	RPP21
G6pc2	G6PC2
Tac1	TAC1
Terb2	TERB2
Nrde2	NRDE2
Jtb	JTB
Nanos3	NANOS3
Oxct1	OXCT1
Taok3	TAOK3
Herc1	HERC1
Krtdap	KRTDAP
Tnr	TNR
Vangl2	VANGL2
Hnrnpa0	HNRNPA0
Zfp352	KLF18
Timm44	TIMM44
Ufl1	UFL1
Efhc2	EFHC2
Fkbp15	FKBP15
Slc22a19	SLC22A25
Slc22a19	SLC22A9
Atp6v0d2	ATP6V0D2
Fam178b	FAM178B
Entpd5	ENTPD5
Extl3	EXTL3
Fnbp1l	FNBP1L
Fabp7	FABP7
Nek2	NEK2
Mettl25	METTL25
Map4k5	MAP4K5
Olfr657	OR56B1
Tuft1	TUFT1
Ago3	AGO3
Tmem255a	TMEM255A
Eps8l1	EPS8L1
Olfml2b	OLFML2B
Ttc38	TTC38
Fezf1	FEZF1
Dnajb8	DNAJB8
Rps11	RPS11
Ccdc59	CCDC59
Anp32b	ANP32B
Olfr658	OR52N4
Cacng6	CACNG6
Prkg2	PRKG2
Timmdc1	TIMMDC1
Porcn	PORCN
Gm960	C11orf80
Vamp2	AC129492.3
Vamp2	VAMP2
Stam	STAM
Dao	DAO
Slc35f2	SLC35F2
Sox17	SOX17
R3hcc1	R3HCC1
Hhip	HHIP
Snrnp25	SNRNP25
Naip6	NAIP
Zbtb33	ZBTB33
Olfr403	OR1A2
Olfr403	OR1A1
Gpr63	GPR63
Ddx60	DDX60
Tmem14c	TMEM14B
Tmem14c	TMEM14C
Olfr659	OR52N4
Mcc	MCC
Cyp2s1	CYP2S1
Fhl5	FHL5
Gata3	GATA3
Plxdc2	PLXDC2
Alg14	ALG14
Idnk	IDNK
Fam57b	FAM57B
Fgf14	FGF14
Adgrf2	ADGRF2
Tmem62	TMEM62
Zfp951	ZNF101
Zfp951	ZNF878
Olfr1028	OR5M11
Iba57	IBA57
Cldn14	CLDN14
Fam229b	FAM229B
M1ap	M1AP
Edaradd	EDARADD
S1pr5	S1PR5
Pomgnt1	POMGNT1
Polr2h	POLR2H
Commd3	COMMD3
Ell2	ELL2
Olfr1029	OR5M11
Cdc45	CDC45
Tmem242	TMEM242
Trim39	TRIM39-RPP21
Trim39	TRIM39
Clcn2	CLCN2
Abcg3	ABCG2
Gbp2	GBP2
Olfr485	OR5P2
Cipc	CIPC
